Date,Open,High,Low,Close,Volume,Adj Close
2001-10-09,9066.56,9168.42,8927.34,9052.44,1227800000,9052.44
2001-10-08,9115.75,9187.85,8937.86,9067.94,979000000,9067.94
2001-10-05,9058.83,9208.41,8894.47,9119.77,1301700000,9119.77
2001-10-04,9127.24,9259.61,8982.28,9060.88,1609100000,9060.88
2001-10-03,8946.02,9193.32,8800.99,9123.78,1650600000,9123.78
2001-10-02,8836.69,9001.03,8737.61,8950.59,1289800000,8950.59
2001-10-01,8845.97,8931.70,8659.90,8836.83,1175600000,8836.83
2001-09-28,8679.07,8945.68,8633.75,8847.56,1727400000,8847.56
2001-09-27,8567.46,8757.47,8398.14,8681.42,1467000000,8681.42
2001-09-26,8660.06,8766.81,8457.37,8567.39,1519100000,8567.39
2001-09-25,8605.59,8778.23,8435.56,8659.97,1613800000,8659.97
2001-09-24,8242.32,8733.39,8242.32,8603.86,1746600000,8603.86
2001-09-21,8356.56,8484.22,7926.93,8235.81,2317300000,8235.81
2001-09-20,8375.72,8711.38,8304.45,8376.21,2004800000,8376.21
2001-09-19,8903.54,8990.37,8453.01,8759.13,2120550000,8759.13
2001-09-18,8922.70,9126.89,8743.91,8903.40,1650410000,8903.40
2001-09-17,9294.55,9294.55,8755.46,8920.70,2330830000,8920.70
2001-09-10,9603.36,9740.44,9431.07,9605.51,1276600000,9605.51
2001-09-07,9841.25,9842.08,9507.04,9605.85,1424300000,9605.85
2001-09-06,10028.35,10053.73,9762.03,9840.84,1359700000,9840.84
2001-09-05,9998.12,10140.79,9820.98,10033.27,1384500000,10033.27
2001-09-04,9946.98,10238.50,9858.34,9997.49,1178300000,9997.49
2001-08-31,9918.96,10072.22,9846.72,9949.75,920100000,9949.75
2001-08-30,10077.07,10149.10,9829.35,9919.58,1157000000,9919.58
2001-08-29,10224.45,10292.60,10030.43,10090.90,963700000,10090.90
2001-08-28,10382.56,10405.88,10175.60,10222.03,987100000,10222.03
2001-08-27,10422.76,10498.03,10334.88,10382.35,842600000,10382.35
2001-08-24,10232.48,10487.52,10190.34,10423.17,1043600000,10423.17
2001-08-23,10276.41,10357.09,10142.66,10229.15,986200000,10229.15
2001-08-22,10170.30,10340.76,10099.07,10276.90,1110800000,10276.90
2001-08-21,10320.07,10436.39,10132.92,10174.14,1041600000,10174.14
2001-08-20,10239.33,10388.23,10146.05,10320.07,897100000,10320.07
2001-08-17,10385.46,10418.68,10143.49,10240.78,974300000,10240.78
2001-08-16,10342.10,10460.82,10198.15,10392.52,1055400000,10392.52
2001-08-15,10407.05,10530.36,10289.01,10345.95,1065600000,10345.95
2001-08-14,10416.95,10513.68,10333.29,10412.17,964600000,10412.17
2001-08-13,10411.90,10504.82,10314.95,10415.91,837600000,10415.91
2001-08-10,10296.89,10473.34,10164.67,10416.25,960900000,10416.25
2001-08-09,10291.15,10361.52,10160.51,10298.56,1104200000,10298.56
2001-08-08,10456.18,10509.80,10245.68,10293.50,1124600000,10293.50
2001-08-07,10399.03,10520.11,10324.50,10458.74,1012000000,10458.74
2001-08-06,10504.13,10549.59,10337.23,10401.31,811700000,10401.31
2001-08-03,10550.01,10592.98,10381.10,10512.78,939900000,10512.78
2001-08-02,10513.47,10663.07,10454.53,10551.18,1218300000,10551.18
2001-08-01,10527.38,10659.33,10423.31,10510.01,1340300000,10510.01
2001-07-31,10403.18,10639.40,10364.84,10522.81,1129200000,10522.81
2001-07-30,10418.68,10513.26,10301.05,10401.72,909100000,10401.72
2001-07-27,10451.89,10516.38,10316.27,10416.67,1015300000,10416.67
2001-07-26,10403.46,10498.73,10237.46,10455.63,1213900000,10455.63
2001-07-25,10241.75,10466.28,10159.34,10405.67,1280700000,10405.67
2001-07-24,10423.80,10469.40,10170.82,10241.12,1198700000,10241.12
2001-07-23,10576.92,10644.73,10374.81,10424.42,986900000,10424.42
2001-07-20,10606.19,10668.33,10456.25,10576.65,1170900000,10576.65
2001-07-19,10574.33,10758.14,10480.54,10610.00,1343500000,10610.00
2001-07-18,10594.54,10676.83,10374.55,10569.83,1316300000,10569.83
2001-07-17,10468.62,10683.76,10363.51,10606.39,1238100000,10606.39
2001-07-16,10537.98,10649.02,10374.55,10472.12,1039800000,10472.12
2001-07-13,10478.39,10615.42,10374.01,10539.06,1121700000,10539.06
2001-07-12,10269.31,10542.02,10249.58,10478.99,1394000000,10478.99
2001-07-11,10174.70,10355.83,10049.38,10241.02,1384100000,10241.02
2001-07-10,10300.82,10406.87,10104.06,10175.64,1263800000,10175.64
2001-07-09,10253.62,10389.91,10166.55,10299.40,1045700000,10299.40
2001-07-06,10476.73,10483.82,10176.26,10252.68,1056700000,10252.68
2001-07-05,10566.23,10617.47,10403.57,10479.86,934900000,10479.86
2001-07-03,10588.89,10648.00,10479.99,10571.11,622110000,10571.11
2001-07-02,10504.95,10707.24,10397.20,10593.72,1128300000,10593.72
2001-06-29,10565.27,10729.18,10374.32,10502.40,1832360000,10502.40
2001-06-28,10438.73,10736.43,10429.74,10566.21,1327300000,10566.21
2001-06-27,10470.35,10608.48,10351.10,10434.84,1162100000,10434.84
2001-06-26,10497.30,10600.90,10313.40,10472.48,1198900000,10472.48
2001-06-25,10607.88,10711.19,10417.93,10504.22,1050100000,10504.22
2001-06-22,10716.50,10753.27,10513.61,10604.59,1189200000,10604.59
2001-06-21,10646.39,10848.47,10512.67,10715.43,1546820000,10715.43
2001-06-20,10593.79,10770.88,10480.20,10647.33,1350100000,10647.33
2001-06-19,10654.30,10793.46,10514.74,10596.67,1184900000,10596.67
2001-06-18,10622.50,10781.45,10531.78,10645.38,1111600000,10645.38
2001-06-15,10690.13,10792.25,10495.69,10623.64,1635550000,10623.64
2001-06-14,10868.27,10874.91,10604.45,10690.13,1242900000,10690.13
2001-06-13,10942.00,11065.92,10817.21,10871.62,1063600000,10871.62
2001-06-12,10914.67,11009.93,10744.99,10948.38,1136500000,10948.38
2001-06-11,10974.79,11038.56,10819.29,10922.09,870100000,10922.09
2001-06-08,11095.62,11096.46,10882.92,10977.00,726200000,10977.00
2001-06-07,11069.58,11169.34,10940.11,11090.74,1089600000,11090.74
2001-06-06,11177.73,11236.68,10998.48,11070.24,1061900000,11070.24
2001-06-05,11061.39,11234.98,10973.10,11175.84,1116800000,11175.84
2001-06-04,10991.77,11125.99,10898.80,11061.52,836500000,11061.52
2001-06-01,10913.57,11063.61,10793.46,10990.41,1015000000,10990.41
2001-05-31,10873.23,11023.25,10798.53,10911.94,1226600000,10911.94
2001-05-30,11032.96,11089.89,10819.74,10872.64,1158600000,10872.64
2001-05-29,11004.66,11162.96,10913.44,11039.14,1026000000,11039.14
2001-05-25,11122.03,11166.92,10949.01,11005.37,828100000,11005.37
2001-05-24,11107.07,11248.19,10977.20,11122.42,1100700000,11122.42
2001-05-23,11257.76,11308.44,11033.16,11105.51,1134800000,11105.51
2001-05-22,11339.80,11411.63,11162.83,11257.24,1260400000,11257.24
2001-05-21,11299.14,11436.42,11149.82,11337.92,1174900000,11337.92
2001-05-18,11245.78,11374.87,11123.01,11301.74,1130800000,11301.74
2001-05-17,11218.65,11413.46,11104.34,11248.58,1355600000,11248.58
2001-05-16,10864.74,11258.21,10779.66,11215.92,1405300000,11215.92
2001-05-15,10877.46,10979.35,10752.73,10872.97,1071800000,10872.97
2001-05-14,10819.55,10930.09,10730.74,10877.33,858200000,10877.33
2001-05-11,10908.30,10969.39,10716.16,10821.31,906200000,10821.31
2001-05-10,10868.87,11049.39,10826.90,10910.44,1056700000,10910.44
2001-05-09,10875.96,10964.84,10739.78,10866.98,1132400000,10866.98
2001-05-08,10936.66,11001.66,10755.07,10883.51,1006300000,10883.51
2001-05-07,10952.35,11059.51,10822.74,10935.17,949000000,10935.17
2001-05-04,10793.20,10989.95,10638.48,10951.24,1082100000,10951.24
2001-05-03,10872.32,10911.06,10657.99,10796.65,1137900000,10796.65
2001-05-02,10902.77,11024.31,10726.77,10876.68,1342200000,10876.68
2001-05-01,10734.05,10966.07,10669.32,10898.34,1181300000,10898.34
2001-04-30,10814.41,10973.15,10666.13,10734.97,1226000000,10734.97
2001-04-27,10694.95,10894.60,10632.36,10810.05,1091300000,10810.05
2001-04-26,10633.01,10820.72,10533.98,10692.35,1345200000,10692.35
2001-04-25,10453.43,10675.95,10373.14,10625.20,1203600000,10625.20
2001-04-24,10529.75,10694.61,10401.45,10454.34,1216500000,10454.34
2001-04-23,10571.00,10669.71,10393.05,10532.23,1012600000,10532.23
2001-04-20,10690.33,10755.46,10445.43,10579.85,1338700000,10579.85
2001-04-19,10616.09,10768.28,10468.79,10693.71,1486800000,10693.71
2001-04-18,10226.88,10806.41,10215.69,10615.83,1918900000,10615.83
2001-04-17,10151.73,10286.61,9980.22,10216.73,1109600000,10216.73
2001-04-16,10118.16,10282.38,9991.14,10158.56,913900000,10158.56
2001-04-12,10013.08,10178.22,9862.71,10126.94,1102000000,10126.94
2001-04-11,10109.05,10246.59,9898.77,10013.47,1290300000,10013.47
2001-04-10,9850.35,10226.85,9850.35,10102.74,1349600000,10102.74
2001-04-09,9793.58,9999.35,9699.92,9845.15,1062800000,9845.15
2001-04-06,9913.94,9951.73,9600.91,9791.09,1266800000,9791.09
2001-04-05,9527.21,9969.92,9527.21,9918.05,1368000000,9918.05
2001-04-04,9480.95,9693.05,9303.48,9515.42,1425590000,9515.42
2001-04-03,9774.78,9779.74,9385.43,9485.71,1386100000,9485.71
2001-04-02,9877.16,10043.02,9638.35,9777.93,1204200000,9777.93
2001-03-30,9799.47,9998.49,9685.07,9878.78,1280800000,9878.78
2001-03-29,9784.94,9950.22,9583.67,9799.06,1234500000,9799.06
2001-03-28,9939.68,9939.68,9607.06,9785.35,1333400000,9785.35
2001-03-27,9687.93,10012.98,9584.29,9947.54,1314200000,9947.54
2001-03-26,9509.25,9820.50,9489.75,9687.53,1114000000,9687.53
2001-03-23,9395.58,9631.80,9249.63,9504.78,1364900000,9504.78
2001-03-22,9490.66,9565.40,9047.56,9389.48,1723950000,9389.48
2001-03-21,9717.46,9807.08,9391.42,9487.00,1346300000,9487.00
2001-03-20,9961.14,10130.45,9675.51,9720.76,1235900000,9720.76
2001-03-19,9820.05,10059.08,9720.94,9959.11,1126200000,9959.11
2001-03-16,10023.55,10119.44,9720.17,9823.41,1543560000,9823.41
2001-03-15,9982.92,10190.80,9887.68,10031.28,1259500000,10031.28
2001-03-14,10279.42,10279.42,9817.74,9973.46,1397400000,9973.46
2001-03-13,10206.89,10397.83,10021.60,10290.80,1360900000,10290.80
2001-03-12,10638.52,10638.63,10138.90,10208.25,1229000000,10208.25
2001-03-09,10850.11,10874.15,10520.42,10644.62,1085900000,10644.62
2001-03-08,10727.16,10940.45,10625.95,10858.25,1114100000,10858.25
2001-03-07,10591.86,10822.23,10524.76,10729.60,1132200000,10729.60
2001-03-06,10570.17,10759.40,10508.43,10591.22,1091800000,10591.22
2001-03-05,10468.93,10659.52,10393.59,10562.30,929200000,10562.30
2001-03-02,10438.04,10645.57,10239.81,10466.31,1294000000,10466.31
2001-03-01,10493.25,10605.23,10236.92,10450.14,1294900000,10450.14
2001-02-28,10639.32,10750.23,10374.62,10495.28,1225300000,10495.28
2001-02-27,10638.44,10787.29,10463.92,10636.88,1114100000,10636.88
2001-02-26,10447.59,10701.92,10347.59,10642.53,1130800000,10642.53
2001-02-23,10529.25,10595.01,10225.14,10441.90,1231300000,10441.90
2001-02-22,10527.80,10694.50,10278.93,10526.81,1365900000,10526.81
2001-02-21,10721.29,10828.48,10468.32,10526.58,1208500000,10526.58
2001-02-20,10800.23,10988.29,10612.25,10730.88,1112200000,10730.88
2001-02-16,10884.11,10946.11,10652.33,10799.82,1257200000,10799.82
2001-02-15,10800.65,11023.44,10694.43,10891.02,1153700000,10891.02
2001-02-14,10899.42,10989.61,10683.39,10795.41,1150300000,10795.41
2001-02-13,10950.18,11114.44,10774.98,10903.32,1075200000,10903.32
2001-02-12,10779.42,11024.92,10727.02,10946.77,1039100000,10946.77
2001-02-09,10878.51,10979.12,10682.77,10781.45,1075500000,10781.45
2001-02-08,10940.62,11080.42,10776.04,10880.55,1107200000,10880.55
2001-02-07,10948.95,11140.09,10794.29,10946.72,1158300000,10946.72
2001-02-06,10965.03,11117.80,10820.28,10957.42,1059600000,10957.42
2001-02-05,10860.44,11061.42,10759.98,10965.85,1013000000,10965.85
2001-02-02,10982.71,11093.01,10786.69,10864.10,1048400000,10864.10
2001-02-01,10884.82,11063.95,10759.85,10983.63,1118800000,10983.63
2001-01-31,10882.25,11072.28,10705.23,10887.36,1295300000,10887.36
2001-01-30,10702.19,10950.38,10609.77,10881.20,1149800000,10881.20
2001-01-29,10657.13,10832.56,10515.99,10702.19,1053100000,10702.19
2001-01-26,10727.08,10874.28,10506.26,10659.98,1098000000,10659.98
2001-01-25,10644.53,10882.42,10520.90,10729.52,1258000000,10729.52
2001-01-24,10651.85,10795.80,10483.49,10646.97,1309000000,10646.97
2001-01-23,10575.80,10773.94,10459.91,10649.81,1232600000,10649.81
2001-01-22,10581.90,10749.44,10371.66,10578.24,1164000000,10578.24
2001-01-19,10686.00,10792.14,10448.93,10587.59,1407800000,10587.59
2001-01-18,10584.57,10834.43,10466.01,10678.28,1445000000,10678.28
2001-01-17,10660.95,10817.35,10442.83,10584.34,1349100000,10584.34
2001-01-16,10525.78,10751.48,10362.72,10652.66,1205700000,10652.66
2001-01-12,10608.74,10743.75,10339.94,10525.38,1276000000,10525.38
2001-01-11,10600.20,10808.00,10400.94,10609.55,1411200000,10609.55
2001-01-10,10568.48,10728.30,10325.71,10604.27,1296500000,10604.27
2001-01-09,10625.21,10801.09,10387.12,10572.55,1191300000,10572.55
2001-01-08,10658.73,10818.98,10407.85,10621.35,1115500000,10621.35
2001-01-05,10912.81,10990.59,10492.84,10662.01,1430800000,10662.01
2001-01-04,10944.94,11224.41,10672.58,10912.41,216940000,10912.41
2001-01-03,10637.42,11212.62,10367.19,10945.75,188070000,10945.75
2001-01-02,10790.92,10916.98,10450.55,10646.15,1129400000,10646.15
2000-12-29,10868.76,11031.05,10675.75,10787.99,1035500000,10787.99
2000-12-28,10795.20,11009.44,10645.42,10868.76,1015300000,10868.76
2000-12-27,10690.10,10944.60,10551.00,10803.16,1092700000,10803.16
2000-12-26,10638.21,10813.78,10479.71,10692.44,806500000,10692.44
2000-12-22,10495.26,10772.07,10364.06,10635.56,1087100000,10635.56
2000-12-21,10314.38,10651.96,10158.16,10487.29,1449900000,10487.29
2000-12-20,10580.97,10604.08,10197.59,10318.93,1421600000,10318.93
2000-12-19,10643.14,10865.35,10441.41,10584.37,1324900000,10584.37
2000-12-18,10433.34,10783.82,10417.43,10645.42,1189900000,10645.42
2000-12-15,10647.98,10706.84,10324.24,10434.96,156110000,10434.96
2000-12-14,10794.82,10864.49,10508.53,10674.99,1061300000,10674.99
2000-12-13,10777.95,11002.23,10653.76,10794.44,1195100000,10794.44
2000-12-12,10722.77,10968.77,10582.09,10768.27,1083400000,10768.27
2000-12-11,10719.36,10931.33,10521.04,10725.80,1202400000,10725.80
2000-12-08,10632.14,10896.82,10534.69,10712.91,1358300000,10712.91
2000-12-07,10644.66,10791.40,10448.99,10617.36,1128000000,10617.36
2000-12-06,10896.14,10995.41,10513.84,10664.38,1399300000,10664.38
2000-12-05,10576.78,11044.70,10504.36,10898.72,900300000,10898.72
2000-12-04,10377.33,10701.35,10227.17,10560.95,1103000000,10560.95
2000-12-01,10416.76,10645.42,10238.54,10373.54,1195200000,10373.54
2000-11-30,10610.53,10690.16,10204.80,10414.49,1186530000,10414.49
2000-11-29,10502.74,10746.66,10383.02,10629.11,402100000,10629.11
2000-11-28,10537.86,10730.35,10356.47,10507.58,1028200000,10507.58
2000-11-27,10479.33,10758.04,10411.08,10546.07,946100000,10546.07
2000-11-24,10403.87,10596.50,10354.20,10470.23,404870000,10470.23
2000-11-22,10484.26,10589.67,10251.06,10399.32,963200000,10399.32
2000-11-21,10465.57,10676.13,10303.39,10494.50,1137100000,10494.50
2000-11-20,10624.18,10707.22,10331.45,10462.65,955800000,10462.65
2000-11-17,10657.13,10824.77,10462.55,10629.87,1070400000,10629.87
2000-11-16,10705.33,10857.38,10536.30,10656.03,956300000,10656.03
2000-11-15,10681.21,10863.83,10544.17,10707.60,1066800000,10707.60
2000-11-14,10528.25,10809.61,10484.64,10681.06,1118800000,10681.06
2000-11-13,10595.35,10701.54,10273.24,10517.25,1129300000,10517.25
2000-11-10,10813.78,10886.20,10497.53,10602.95,962500000,10602.95
2000-11-09,10902.11,10989.34,10576.40,10834.25,1111000000,10834.25
2000-11-08,10954.34,11152.02,10779.27,10907.06,909300000,10907.06
2000-11-07,10978.72,11105.75,10825.15,10952.18,880900000,10952.18
2000-11-06,10820.60,11092.10,10741.73,10977.21,930900000,10977.21
2000-11-03,10883.17,10996.17,10650.72,10817.95,997700000,10817.95
2000-11-02,10903.17,11071.06,10731.49,10880.51,1167700000,10880.51
2000-11-01,10966.21,11103.10,10736.42,10899.47,1206800000,10899.47
2000-10-31,10835.39,11108.79,10681.06,10971.14,1366400000,10971.14
2000-10-30,10588.06,10944.98,10506.25,10835.77,1186500000,10835.77
2000-10-27,10381.60,10696.43,10296.70,10590.62,1086300000,10590.62
2000-10-26,10330.18,10563.25,10128.18,10380.12,1303800000,10380.12
2000-10-25,10395.66,10563.99,10170.08,10326.48,1315600000,10326.48
2000-10-24,10273.57,10583.96,10136.69,10393.07,1158600000,10393.07
2000-10-23,10230.29,10496.28,10078.24,10271.72,1046800000,10271.72
2000-10-20,10141.13,10406.76,9925.82,10226.59,1177400000,10226.59
2000-10-19,10014.61,10317.23,9901.77,10142.98,1297900000,10142.98
2000-10-18,10085.99,10171.47,9571.40,9975.02,1441700000,9975.02
2000-10-17,10242.87,10402.32,9924.34,10089.71,1161500000,10089.71
2000-10-16,10184.78,10428.95,10033.84,10238.80,1005400000,10238.80
2000-10-13,10031.62,10325.37,9883.27,10192.18,1223900000,10192.18
2000-10-12,10424.14,10462.25,9873.66,10034.58,1388600000,10034.58
2000-10-11,10521.07,10647.23,10228.44,10413.79,1387500000,10413.79
2000-10-10,10569.17,10744.52,10377.16,10524.40,1044000000,10524.40
2000-10-09,10596.91,10762.10,10438.94,10568.43,716600000,10568.43
2000-10-06,10726.76,10871.42,10440.05,10596.54,1150100000,10596.54
2000-10-05,10783.72,10940.23,10570.28,10724.92,1176100000,10724.92
2000-10-04,10723.33,10972.41,10596.54,10784.48,1167400000,10784.48
2000-10-03,10709.84,10976.11,10561.03,10719.74,1098100000,10719.74
2000-10-02,10659.06,10876.23,10479.27,10700.13,1051200000,10700.13
2000-09-29,10821.40,10923.21,10552.15,10650.92,1197100000,10650.92
2000-09-28,10629.84,10948.00,10539.48,10824.06,1206200000,10824.06
2000-09-27,10634.45,10821.10,10439.31,10628.36,1174700000,10628.36
2000-09-26,10806.30,10915.44,10499.61,10631.32,1106600000,10631.32
2000-09-25,10847.37,11039.47,10664.24,10808.15,982400000,10808.15
2000-09-22,10678.30,10936.53,10505.16,10847.37,1185500000,10847.37
2000-09-21,10680.52,10902.12,10548.08,10765.52,1105400000,10765.52
2000-09-20,10794.47,10906.93,10500.35,10687.92,1104000000,10687.92
2000-09-19,10812.22,10960.95,10645.38,10789.29,1024900000,10789.29
2000-09-18,10926.42,11053.80,10693.84,10808.52,962500000,10808.52
2000-09-15,11087.84,11203.26,10857.73,10927.00,1268400000,10927.00
2000-09-14,11189.58,11285.39,10986.47,11087.47,1014000000,11087.47
2000-09-13,11225.03,11350.87,11020.14,11182.18,1068300000,11182.18
2000-09-12,11197.71,11351.98,11015.70,11233.23,991200000,11233.23
2000-09-11,11219.54,11367.15,11043.07,11195.49,899300000,11195.49
2000-09-08,11261.72,11381.95,11059.72,11220.65,961000000,11220.65
2000-09-07,11316.01,11444.84,11124.83,11259.87,985500000,11259.87
2000-09-06,11253.58,11518.83,11186.25,11310.64,995100000,11310.64
2000-09-05,11221.76,11382.69,11094.50,11260.61,838500000,11260.61
2000-09-01,11219.54,11406.74,11130.01,11238.78,767700000,11238.78
2000-08-31,11105.23,11415.99,11040.85,11215.10,1056600000,11215.10
2000-08-30,11209.01,11282.06,11034.57,11103.01,818400000,11103.01
2000-08-29,11249.27,11356.42,11100.79,11215.10,795600000,11215.10
2000-08-28,11194.48,11410.44,11123.35,11252.84,733600000,11252.84
2000-08-25,11180.54,11301.41,11073.59,11192.63,685600000,11192.63
2000-08-24,11143.91,11302.51,11009.12,11182.74,837100000,11182.74
2000-08-23,11130.55,11253.06,10990.44,11144.65,871000000,11144.65
2000-08-22,11082.20,11274.67,11000.33,11139.15,818800000,11139.15
2000-08-21,11058.85,11193.73,10945.39,11079.81,731600000,11079.81
2000-08-18,11051.20,11180.54,10933.30,11046.48,821400000,11046.48
2000-08-17,11010.95,11180.91,10899.24,11055.64,922400000,11055.64
2000-08-16,11068.83,11171.02,10888.62,11008.39,929800000,11008.39
2000-08-15,11175.05,11227.06,10965.54,11067.00,895900000,11067.00
2000-08-14,11027.07,11232.92,10928.91,11176.14,783800000,11176.14
2000-08-11,10905.98,11131.83,10841.37,11027.80,835500000,11027.80
2000-08-10,10901.06,11069.93,10779.47,10908.76,940800000,10908.76
2000-08-09,10970.94,11097.03,10780.02,10905.83,1054000000,10905.83
2000-08-08,10865.15,11083.11,10741.38,10976.89,992200000,10976.89
2000-08-07,10773.98,10973.23,10657.50,10867.01,854800000,10867.01
2000-08-04,10713.36,10873.97,10555.68,10767.75,956000000,10767.75
2000-08-03,10679.37,10844.30,10518.68,10706.58,1095600000,10706.58
2000-08-02,10609.15,10818.66,10514.29,10687.53,986300000,10687.53
2000-08-01,10523.81,10728.92,10428.58,10606.95,938700000,10606.95
2000-07-31,10514.29,10727.09,10374.00,10521.98,952600000,10521.98
2000-07-28,10594.97,10732.14,10367.28,10511.17,980000000,10511.17
2000-07-27,10516.83,10745.93,10450.01,10586.13,1156400000,10586.13
2000-07-26,10689.36,10790.13,10447.18,10516.48,1235800000,10516.48
2000-07-25,10689.28,10867.20,10557.49,10699.97,969400000,10699.97
2000-07-24,10731.44,10895.84,10545.47,10685.12,880300000,10685.12
2000-07-21,10843.51,10949.58,10614.06,10733.56,968300000,10733.56
2000-07-20,10700.68,10980.34,10671.33,10843.87,1064600000,10843.87
2000-07-19,10724.15,10907.15,10587.89,10696.08,909400000,10696.08
2000-07-18,10799.16,10895.57,10613.00,10739.92,908300000,10739.92
2000-07-17,10812.40,10969.38,10653.30,10804.27,906000000,10804.27
2000-07-14,10793.31,10935.44,10661.43,10812.75,960600000,10812.75
2000-07-13,10774.92,10963.02,10643.40,10788.71,1026800000,10788.71
2000-07-12,10722.24,10930.84,10639.51,10783.76,1001200000,10783.76
2000-07-11,10649.06,10877.46,10544.76,10727.19,980500000,10727.19
2000-07-10,10627.14,10792.25,10520.01,10646.58,838700000,10646.58
2000-07-07,10483.33,10742.04,10419.25,10635.98,931700000,10635.98
2000-07-06,10481.45,10644.11,10303.28,10481.47,947300000,10481.47
2000-07-05,10538.23,10674.16,10362.33,10483.60,1019300000,10483.60
2000-07-03,10450.36,10610.17,10353.66,10560.67,451900000,10560.67
2000-06-30,10393.09,10626.79,10161.51,10447.89,1459700000,10447.89
2000-06-29,10523.90,10582.94,10279.24,10398.04,1110900000,10398.04
2000-06-28,10506.39,10712.70,10399.10,10527.79,1095100000,10527.79
2000-06-27,10541.58,10741.69,10384.60,10504.46,1042500000,10504.46
2000-06-26,10403.69,10680.26,10365.15,10542.99,889000000,10542.99
