emailDate,hour,value,,day
13/01/2001,1,10,13/01/2001,
13/01/2001,2,6,13/01/2001,
13/01/2001,3,4,13/01/2001,
13/01/2001,4,3,13/01/2001,
13/01/2001,5,1,13/01/2001,
13/01/2001,6,2,13/01/2001,
13/01/2001,11,1,13/01/2001,
13/01/2001,12,2,13/01/2001,
13/01/2001,15,3,13/01/2001,
13/01/2001,16,1,13/01/2001,
13/01/2001,17,1,13/01/2001,
13/01/2001,23,3,13/01/2001,
14/01/2001,0,3,14/01/2001,
14/01/2001,4,3,14/01/2001,
14/01/2001,5,7,14/01/2001,
14/01/2001,6,2,14/01/2001,
14/01/2001,9,1,14/01/2001,
14/01/2001,13,1,14/01/2001,
14/01/2001,14,1,14/01/2001,
14/01/2001,15,1,14/01/2001,
14/01/2001,17,2,14/01/2001,
14/01/2001,20,1,14/01/2001,
14/01/2001,22,2,14/01/2001,
14/01/2001,23,3,14/01/2001,
15/01/2001,0,3,15/01/2001,
15/01/2001,1,10,15/01/2001,
15/01/2001,2,5,15/01/2001,
15/01/2001,3,8,15/01/2001,
15/01/2001,4,3,15/01/2001,
15/01/2001,5,8,15/01/2001,
15/01/2001,6,7,15/01/2001,
15/01/2001,8,7,15/01/2001,
15/01/2001,9,2,15/01/2001,
15/01/2001,10,1,15/01/2001,
15/01/2001,11,1,15/01/2001,
15/01/2001,13,2,15/01/2001,
15/01/2001,14,2,15/01/2001,
15/01/2001,17,1,15/01/2001,
15/01/2001,18,1,15/01/2001,
15/01/2001,21,1,15/01/2001,
15/01/2001,22,3,15/01/2001,
15/01/2001,23,7,15/01/2001,
16/01/2001,0,40,16/01/2001,
16/01/2001,1,43,16/01/2001,
16/01/2001,2,52,16/01/2001,
16/01/2001,3,44,16/01/2001,
16/01/2001,4,21,16/01/2001,
16/01/2001,5,36,16/01/2001,
16/01/2001,6,14,16/01/2001,
16/01/2001,7,34,16/01/2001,
16/01/2001,8,22,16/01/2001,
16/01/2001,9,18,16/01/2001,
16/01/2001,10,14,16/01/2001,
16/01/2001,11,6,16/01/2001,
16/01/2001,13,3,16/01/2001,
16/01/2001,14,1,16/01/2001,
16/01/2001,15,7,16/01/2001,
16/01/2001,16,2,16/01/2001,
16/01/2001,20,1,16/01/2001,
16/01/2001,22,5,16/01/2001,
16/01/2001,23,9,16/01/2001,
17/01/2001,0,21,17/01/2001,
17/01/2001,1,49,17/01/2001,
17/01/2001,2,35,17/01/2001,
17/01/2001,3,33,17/01/2001,
17/01/2001,4,20,17/01/2001,
17/01/2001,5,41,17/01/2001,
17/01/2001,6,45,17/01/2001,
17/01/2001,7,28,17/01/2001,
17/01/2001,8,36,17/01/2001,
17/01/2001,9,20,17/01/2001,
17/01/2001,10,11,17/01/2001,
17/01/2001,11,13,17/01/2001,
17/01/2001,12,2,17/01/2001,
17/01/2001,13,3,17/01/2001,
17/01/2001,14,1,17/01/2001,
17/01/2001,15,1,17/01/2001,
17/01/2001,16,1,17/01/2001,
17/01/2001,17,1,17/01/2001,
17/01/2001,18,7,17/01/2001,
17/01/2001,22,2,17/01/2001,
17/01/2001,23,9,17/01/2001,
18/01/2001,0,20,18/01/2001,
18/01/2001,1,23,18/01/2001,
18/01/2001,2,31,18/01/2001,
18/01/2001,3,26,18/01/2001,
18/01/2001,4,28,18/01/2001,
18/01/2001,5,28,18/01/2001,
18/01/2001,6,19,18/01/2001,
18/01/2001,7,28,18/01/2001,
18/01/2001,8,29,18/01/2001,
18/01/2001,9,25,18/01/2001,
18/01/2001,10,20,18/01/2001,
18/01/2001,11,5,18/01/2001,
18/01/2001,12,1,18/01/2001,
18/01/2001,13,1,18/01/2001,
18/01/2001,15,19,18/01/2001,
18/01/2001,16,2,18/01/2001,
18/01/2001,18,2,18/01/2001,
18/01/2001,20,1,18/01/2001,
18/01/2001,21,1,18/01/2001,
18/01/2001,22,2,18/01/2001,
18/01/2001,23,13,18/01/2001,
19/01/2001,0,29,19/01/2001,
19/01/2001,1,35,19/01/2001,
19/01/2001,2,27,19/01/2001,
19/01/2001,3,21,19/01/2001,
19/01/2001,4,12,19/01/2001,
19/01/2001,5,21,19/01/2001,
19/01/2001,6,21,19/01/2001,
19/01/2001,7,29,19/01/2001,
19/01/2001,8,50,19/01/2001,
19/01/2001,9,33,19/01/2001,
19/01/2001,10,5,19/01/2001,
19/01/2001,11,3,19/01/2001,
19/01/2001,12,2,19/01/2001,
19/01/2001,13,2,19/01/2001,
19/01/2001,14,1,19/01/2001,
19/01/2001,20,1,19/01/2001,
20/01/2001,0,3,20/01/2001,
20/01/2001,1,2,20/01/2001,
20/01/2001,2,2,20/01/2001,
20/01/2001,3,2,20/01/2001,
20/01/2001,4,3,20/01/2001,
20/01/2001,7,1,20/01/2001,
20/01/2001,9,3,20/01/2001,
20/01/2001,10,7,20/01/2001,
20/01/2001,14,4,20/01/2001,
20/01/2001,15,6,20/01/2001,
20/01/2001,19,2,20/01/2001,
21/01/2001,2,17,21/01/2001,
21/01/2001,3,7,21/01/2001,
21/01/2001,4,6,21/01/2001,
21/01/2001,6,2,21/01/2001,
21/01/2001,7,17,21/01/2001,
21/01/2001,8,7,21/01/2001,
21/01/2001,9,15,21/01/2001,
21/01/2001,10,1,21/01/2001,
21/01/2001,11,1,21/01/2001,
21/01/2001,12,5,21/01/2001,
21/01/2001,13,3,21/01/2001,
21/01/2001,15,4,21/01/2001,
21/01/2001,16,1,21/01/2001,
21/01/2001,17,1,21/01/2001,
21/01/2001,21,1,21/01/2001,
21/01/2001,22,3,21/01/2001,
21/01/2001,23,5,21/01/2001,
22/01/2001,0,28,22/01/2001,
22/01/2001,1,46,22/01/2001,
22/01/2001,2,35,22/01/2001,
22/01/2001,3,29,22/01/2001,
22/01/2001,4,38,22/01/2001,
22/01/2001,5,27,22/01/2001,
22/01/2001,6,37,22/01/2001,
22/01/2001,7,33,22/01/2001,
22/01/2001,8,34,22/01/2001,
22/01/2001,9,15,22/01/2001,
22/01/2001,10,13,22/01/2001,
22/01/2001,11,3,22/01/2001,
22/01/2001,12,7,22/01/2001,
22/01/2001,13,6,22/01/2001,
22/01/2001,14,9,22/01/2001,
22/01/2001,15,1,22/01/2001,
22/01/2001,16,3,22/01/2001,
22/01/2001,18,2,22/01/2001,
22/01/2001,19,1,22/01/2001,
22/01/2001,21,1,22/01/2001,
22/01/2001,22,3,22/01/2001,
22/01/2001,23,7,22/01/2001,
23/01/2001,0,20,23/01/2001,
23/01/2001,1,51,23/01/2001,
23/01/2001,2,53,23/01/2001,
23/01/2001,3,44,23/01/2001,
23/01/2001,4,22,23/01/2001,
23/01/2001,5,30,23/01/2001,
23/01/2001,6,61,23/01/2001,
23/01/2001,7,31,23/01/2001,
23/01/2001,8,42,23/01/2001,
23/01/2001,9,29,23/01/2001,
23/01/2001,10,15,23/01/2001,
23/01/2001,11,10,23/01/2001,
23/01/2001,12,4,23/01/2001,
23/01/2001,13,3,23/01/2001,
23/01/2001,14,4,23/01/2001,
23/01/2001,15,1,23/01/2001,
23/01/2001,16,2,23/01/2001,
23/01/2001,17,6,23/01/2001,
23/01/2001,18,1,23/01/2001,
23/01/2001,19,1,23/01/2001,
23/01/2001,22,3,23/01/2001,
23/01/2001,23,7,23/01/2001,
24/01/2001,0,34,24/01/2001,
24/01/2001,1,42,24/01/2001,
24/01/2001,2,55,24/01/2001,
24/01/2001,3,50,24/01/2001,
24/01/2001,4,21,24/01/2001,
24/01/2001,5,32,24/01/2001,
24/01/2001,6,44,24/01/2001,
24/01/2001,7,38,24/01/2001,
24/01/2001,8,39,24/01/2001,
24/01/2001,9,34,24/01/2001,
24/01/2001,10,12,24/01/2001,
24/01/2001,11,9,24/01/2001,
24/01/2001,12,7,24/01/2001,
24/01/2001,13,2,24/01/2001,
24/01/2001,14,2,24/01/2001,
24/01/2001,15,10,24/01/2001,
24/01/2001,18,2,24/01/2001,
24/01/2001,20,1,24/01/2001,
24/01/2001,21,5,24/01/2001,
24/01/2001,22,10,24/01/2001,
24/01/2001,23,10,24/01/2001,
25/01/2001,0,13,25/01/2001,
25/01/2001,1,39,25/01/2001,
25/01/2001,2,35,25/01/2001,
25/01/2001,3,39,25/01/2001,
25/01/2001,4,22,25/01/2001,
25/01/2001,5,27,25/01/2001,
25/01/2001,6,34,25/01/2001,
25/01/2001,7,29,25/01/2001,
25/01/2001,8,28,25/01/2001,
25/01/2001,9,23,25/01/2001,
25/01/2001,10,8,25/01/2001,
25/01/2001,11,6,25/01/2001,
25/01/2001,12,5,25/01/2001,
25/01/2001,13,2,25/01/2001,
25/01/2001,14,4,25/01/2001,
25/01/2001,15,3,25/01/2001,
25/01/2001,16,1,25/01/2001,
25/01/2001,17,2,25/01/2001,
25/01/2001,18,1,25/01/2001,
25/01/2001,22,3,25/01/2001,
25/01/2001,23,12,25/01/2001,
26/01/2001,0,25,26/01/2001,
26/01/2001,1,34,26/01/2001,
26/01/2001,2,44,26/01/2001,
26/01/2001,3,37,26/01/2001,
26/01/2001,4,21,26/01/2001,
26/01/2001,5,27,26/01/2001,
26/01/2001,6,38,26/01/2001,
26/01/2001,7,48,26/01/2001,
26/01/2001,8,40,26/01/2001,
26/01/2001,9,23,26/01/2001,
26/01/2001,10,28,26/01/2001,
26/01/2001,11,7,26/01/2001,
26/01/2001,12,5,26/01/2001,
26/01/2001,13,2,26/01/2001,
26/01/2001,14,1,26/01/2001,
26/01/2001,15,5,26/01/2001,
26/01/2001,16,3,26/01/2001,
26/01/2001,17,3,26/01/2001,
26/01/2001,18,2,26/01/2001,
26/01/2001,20,3,26/01/2001,
26/01/2001,22,3,26/01/2001,
26/01/2001,23,1,26/01/2001,
27/01/2001,0,1,27/01/2001,
27/01/2001,2,2,27/01/2001,
27/01/2001,3,1,27/01/2001,
27/01/2001,5,1,27/01/2001,
27/01/2001,7,2,27/01/2001,
27/01/2001,8,1,27/01/2001,
27/01/2001,9,3,27/01/2001,
27/01/2001,11,1,27/01/2001,
27/01/2001,14,1,27/01/2001,
28/01/2001,0,1,28/01/2001,
28/01/2001,2,6,28/01/2001,
28/01/2001,3,4,28/01/2001,
28/01/2001,4,4,28/01/2001,
28/01/2001,5,1,28/01/2001,
28/01/2001,6,1,28/01/2001,
28/01/2001,8,1,28/01/2001,
28/01/2001,9,1,28/01/2001,
28/01/2001,12,8,28/01/2001,
28/01/2001,13,5,28/01/2001,
28/01/2001,17,2,28/01/2001,
28/01/2001,21,2,28/01/2001,
28/01/2001,22,2,28/01/2001,
28/01/2001,23,3,28/01/2001,
29/01/2001,0,25,29/01/2001,
29/01/2001,1,28,29/01/2001,
29/01/2001,2,60,29/01/2001,
29/01/2001,3,19,29/01/2001,
29/01/2001,4,30,29/01/2001,
29/01/2001,5,25,29/01/2001,
29/01/2001,6,39,29/01/2001,
29/01/2001,7,36,29/01/2001,
29/01/2001,8,46,29/01/2001,
29/01/2001,9,15,29/01/2001,
29/01/2001,10,18,29/01/2001,
29/01/2001,11,3,29/01/2001,
29/01/2001,12,3,29/01/2001,
29/01/2001,13,11,29/01/2001,
29/01/2001,14,15,29/01/2001,
29/01/2001,15,6,29/01/2001,
29/01/2001,16,8,29/01/2001,
29/01/2001,17,3,29/01/2001,
29/01/2001,18,2,29/01/2001,
29/01/2001,19,1,29/01/2001,
29/01/2001,20,2,29/01/2001,
29/01/2001,21,3,29/01/2001,
29/01/2001,22,5,29/01/2001,
29/01/2001,23,10,29/01/2001,
30/01/2001,0,26,30/01/2001,
30/01/2001,1,37,30/01/2001,
30/01/2001,2,41,30/01/2001,
30/01/2001,3,37,30/01/2001,
30/01/2001,4,14,30/01/2001,
30/01/2001,5,22,30/01/2001,
30/01/2001,6,45,30/01/2001,
30/01/2001,7,32,30/01/2001,
30/01/2001,8,30,30/01/2001,
30/01/2001,9,28,30/01/2001,
30/01/2001,10,10,30/01/2001,
30/01/2001,11,4,30/01/2001,
30/01/2001,12,4,30/01/2001,
30/01/2001,13,23,30/01/2001,
30/01/2001,14,2,30/01/2001,
30/01/2001,15,10,30/01/2001,
30/01/2001,16,6,30/01/2001,
30/01/2001,17,5,30/01/2001,
30/01/2001,18,1,30/01/2001,
30/01/2001,19,1,30/01/2001,
30/01/2001,20,3,30/01/2001,
30/01/2001,22,4,30/01/2001,
30/01/2001,23,20,30/01/2001,
31/01/2001,0,38,31/01/2001,
31/01/2001,1,33,31/01/2001,
31/01/2001,2,29,31/01/2001,
31/01/2001,3,42,31/01/2001,
31/01/2001,4,10,31/01/2001,
31/01/2001,5,31,31/01/2001,
31/01/2001,6,40,31/01/2001,
31/01/2001,7,55,31/01/2001,
31/01/2001,8,43,31/01/2001,
31/01/2001,9,27,31/01/2001,
31/01/2001,10,10,31/01/2001,
31/01/2001,11,13,31/01/2001,
31/01/2001,12,6,31/01/2001,
31/01/2001,13,5,31/01/2001,
31/01/2001,14,4,31/01/2001,
31/01/2001,15,5,31/01/2001,
31/01/2001,16,5,31/01/2001,
31/01/2001,17,2,31/01/2001,
31/01/2001,18,1,31/01/2001,
31/01/2001,19,2,31/01/2001,
31/01/2001,20,6,31/01/2001,
31/01/2001,21,3,31/01/2001,
31/01/2001,22,2,31/01/2001,
31/01/2001,23,12,31/01/2001,
2/1/2001,0,24,Tue,2
2/1/2001,1,23,Tue,2
2/1/2001,2,36,Tue,2
2/1/2001,3,20,Tue,2
2/1/2001,4,39,Tue,2
2/1/2001,5,19,Tue,2
2/1/2001,6,28,Tue,2
2/1/2001,7,29,Tue,2
2/1/2001,8,34,Tue,2
2/1/2001,9,14,Tue,2
2/1/2001,10,16,Tue,2
2/1/2001,11,4,Tue,2
2/1/2001,12,4,Tue,2
2/1/2001,13,3,Tue,2
2/1/2001,14,5,Tue,2
2/1/2001,15,9,Tue,2
2/1/2001,16,5,Tue,2
2/1/2001,17,1,Tue,2
2/1/2001,18,2,Tue,2
2/1/2001,19,1,Tue,2
2/1/2001,20,1,Tue,2
2/1/2001,21,3,Tue,2
2/1/2001,22,2,Tue,2
2/1/2001,23,5,Tue,2
2/2/2001,0,17,Fri,5
2/2/2001,1,33,Fri,5
2/2/2001,2,36,Fri,5
2/2/2001,3,30,Fri,5
2/2/2001,4,17,Fri,5
2/2/2001,5,36,Fri,5
2/2/2001,6,38,Fri,5
2/2/2001,7,25,Fri,5
2/2/2001,8,31,Fri,5
2/2/2001,9,27,Fri,5
2/2/2001,10,13,Fri,5
2/2/2001,11,4,Fri,5
2/2/2001,12,12,Fri,5
2/2/2001,13,10,Fri,5
2/2/2001,14,4,Fri,5
2/2/2001,15,7,Fri,5
2/2/2001,16,2,Fri,5
2/2/2001,18,3,Fri,5
2/2/2001,19,3,Fri,5
2/2/2001,20,1,Fri,5
2/2/2001,22,1,Fri,5
2/2/2001,23,2,Fri,5
2/3/2001,4,1,Fri,5
2/3/2001,6,1,Fri,5
2/3/2001,7,3,Fri,5
2/3/2001,8,2,Fri,5
2/3/2001,11,1,Fri,5
2/3/2001,12,2,Fri,5
2/3/2001,13,1,Fri,5
2/3/2001,15,2,Fri,5
2/3/2001,20,1,Fri,5
2/3/2001,22,1,Fri,5
2/4/2001,0,5,Mon,1
2/4/2001,1,11,Mon,1
2/4/2001,2,13,Mon,1
2/4/2001,3,2,Mon,1
2/4/2001,6,2,Mon,1
2/4/2001,8,2,Mon,1
2/4/2001,9,3,Mon,1
2/4/2001,10,7,Mon,1
2/4/2001,11,3,Mon,1
2/4/2001,13,2,Mon,1
2/4/2001,15,4,Mon,1
2/4/2001,17,2,Mon,1
2/4/2001,18,2,Mon,1
2/4/2001,19,2,Mon,1
2/4/2001,21,1,Mon,1
2/4/2001,22,4,Mon,1
2/4/2001,23,4,Mon,1
2/5/2001,0,16,Wed,3
2/5/2001,1,30,Wed,3
2/5/2001,2,52,Wed,3
2/5/2001,3,51,Wed,3
2/5/2001,4,24,Wed,3
2/5/2001,5,30,Wed,3
2/5/2001,6,32,Wed,3
2/5/2001,7,41,Wed,3
2/5/2001,8,24,Wed,3
2/5/2001,9,28,Wed,3
2/5/2001,10,23,Wed,3
2/5/2001,11,4,Wed,3
2/5/2001,12,9,Wed,3
2/5/2001,13,3,Wed,3
2/5/2001,14,4,Wed,3
2/5/2001,15,1,Wed,3
2/5/2001,16,2,Wed,3
2/5/2001,17,2,Wed,3
2/5/2001,18,2,Wed,3
2/5/2001,19,6,Wed,3
2/5/2001,20,1,Wed,3
2/5/2001,21,1,Wed,3
2/5/2001,23,10,Wed,3
2/6/2001,0,16,Sat,6
2/6/2001,1,41,Sat,6
2/6/2001,2,35,Sat,6
2/6/2001,3,35,Sat,6
2/6/2001,4,35,Sat,6
2/6/2001,5,51,Sat,6
2/6/2001,6,50,Sat,6
2/6/2001,7,61,Sat,6
2/6/2001,8,52,Sat,6
2/6/2001,9,28,Sat,6
2/6/2001,10,19,Sat,6
2/6/2001,11,21,Sat,6
2/6/2001,12,1,Sat,6
2/6/2001,13,6,Sat,6
2/6/2001,15,7,Sat,6
2/6/2001,16,3,Sat,6
2/6/2001,18,1,Sat,6
2/6/2001,19,1,Sat,6
2/6/2001,20,4,Sat,6
2/6/2001,23,24,Sat,6
2/7/2001,0,30,Mon,1
2/7/2001,1,49,Mon,1
2/7/2001,2,36,Mon,1
2/7/2001,3,35,Mon,1
2/7/2001,4,16,Mon,1
2/7/2001,5,34,Mon,1
2/7/2001,6,34,Mon,1
2/7/2001,7,34,Mon,1
2/7/2001,8,36,Mon,1
2/7/2001,9,35,Mon,1
2/7/2001,10,9,Mon,1
2/7/2001,11,24,Mon,1
2/7/2001,12,5,Mon,1
2/7/2001,13,7,Mon,1
2/7/2001,14,4,Mon,1
2/7/2001,15,1,Mon,1
2/7/2001,16,12,Mon,1
2/7/2001,17,4,Mon,1
2/7/2001,18,1,Mon,1
2/7/2001,19,2,Mon,1
2/7/2001,20,4,Mon,1
2/7/2001,21,1,Mon,1
2/7/2001,22,2,Mon,1
2/7/2001,23,9,Mon,1
2/8/2001,0,16,Thu,4
2/8/2001,1,23,Thu,4
2/8/2001,2,49,Thu,4
2/8/2001,3,27,Thu,4
2/8/2001,4,29,Thu,4
2/8/2001,5,25,Thu,4
2/8/2001,6,37,Thu,4
2/8/2001,7,36,Thu,4
2/8/2001,8,17,Thu,4
2/8/2001,9,23,Thu,4
2/8/2001,10,10,Thu,4
2/8/2001,11,1,Thu,4
2/8/2001,12,1,Thu,4
2/8/2001,13,2,Thu,4
2/8/2001,14,2,Thu,4
2/8/2001,17,3,Thu,4
2/8/2001,18,4,Thu,4
2/8/2001,20,1,Thu,4
2/8/2001,21,2,Thu,4
2/8/2001,22,4,Thu,4
2/8/2001,23,8,Thu,4
2/9/2001,0,15,Sun,7
2/9/2001,1,36,Sun,7
2/9/2001,2,58,Sun,7
2/9/2001,3,34,Sun,7
2/9/2001,4,30,Sun,7
2/9/2001,5,46,Sun,7
2/9/2001,6,40,Sun,7
2/9/2001,7,28,Sun,7
2/9/2001,8,25,Sun,7
2/9/2001,9,20,Sun,7
2/9/2001,10,25,Sun,7
2/9/2001,11,4,Sun,7
2/9/2001,12,1,Sun,7
2/9/2001,13,3,Sun,7
2/9/2001,14,5,Sun,7
2/9/2001,15,4,Sun,7
2/9/2001,16,1,Sun,7
2/9/2001,22,1,Sun,7
2/10/2001,1,1,Tue,2
2/10/2001,3,2,Tue,2
2/10/2001,5,1,Tue,2
2/10/2001,8,1,Tue,2
2/10/2001,10,1,Tue,2
2/10/2001,12,5,Tue,2
2/11/2001,1,1,Fri,5
2/11/2001,4,2,Fri,5
2/11/2001,5,1,Fri,5
2/11/2001,6,10,Fri,5
2/11/2001,7,1,Fri,5
2/11/2001,9,1,Fri,5
2/11/2001,11,5,Fri,5
2/11/2001,12,3,Fri,5
2/11/2001,13,1,Fri,5
2/11/2001,14,2,Fri,5
2/11/2001,21,2,Fri,5
2/11/2001,22,6,Fri,5
2/11/2001,23,13,Fri,5
2/12/2001,0,13,Sun,7
2/12/2001,1,34,Sun,7
2/12/2001,2,59,Sun,7
2/12/2001,3,44,Sun,7
2/12/2001,4,27,Sun,7
2/12/2001,5,37,Sun,7
2/12/2001,6,28,Sun,7
2/12/2001,7,43,Sun,7
2/12/2001,8,40,Sun,7
2/12/2001,9,22,Sun,7
2/12/2001,10,12,Sun,7
2/12/2001,11,5,Sun,7
2/12/2001,12,3,Sun,7
2/12/2001,13,3,Sun,7
2/12/2001,14,9,Sun,7
2/12/2001,15,1,Sun,7
2/12/2001,16,4,Sun,7
